#SampleID	BarcodeSequence	LinkerPrimerSequence	SOURCE_ENV	Env	SourceSink	RUN_DATE	TITLE	STUDY_CENTER	COUNTRY	PMID	LAB_PERSON	LAB_PERSON_CONTACT	PRINCIPAL_INVESTIGATOR	PRINCIPAL_INVESTIGATOR_CONTACT	ENV_FEATURE	ENV_BIOME	SEQUENCING_METH	ENV_MATTER	TARGET_GENE	TARGET_SUBFRAGMENT	LOCATION	LATITUDE	LONGITUDE	MEAN_ANN_TEMP	MEAN_ANN_PRECIP	NET_PRIMARY_PROD	ELEVATION	RESIDENCE	NUM_BEDROOMS
749.I			Lewisville	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	749	33.1	-97	18.24029052	73.32125382	0.778656872	220.7477722	One-family house detached from any other house	4
750.I			Southern Pines	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	750	35.2	-79.4	15.47018349	99.36460245	2.250870682	103.976387	One-family house detached from any other house	2
751.I			San Jose	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	751	37.3	-121.9	12.78998471	51.68119266	1.116520292	378.8544312	One-family house detached from any other house	2
752.I			Baltimore	MD	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	752	39.3	-76.6	12.43012232	89.19495413	1.302771058	92.84095764	"Low rise apartment (multiple units, with 4 or fewer stories)"	3
753.I			Santa Cruz	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	753	37	-122	13.18310398	67.05321101	2.171941254	81.91304016	One-family house detached from any other house	1
754.I			Dayton	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	754	38.4	-78.9	12.62285933	80.3851682	1.46952605	400.1588745	One-family house detached from any other house	2
755.I			Raleigh	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	755	35.9	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
756.I			North East	PA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	756	42.1	-79.9	8.689296636	87.49617737	NA	305.3861084	One-family house detached from any other house	2
757.I			Baltimore	MD	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	757	39.4	-76.6	12.43012232	89.19495413	1.302771058	92.84095764	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
758.I			Morgantown	WV	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	758	39.7	-79.9	10.47224771	93.0866208	1.453058752	471.0052795	A mobile home	5
759.I			Arlington	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	759	32.7	-97.1	18.83256881	69.65810398	0.82370533	197.8705597	One-family house detached from any other house	3
761.I			Nixa	MO	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	761	37	-93.4	13.6440367	86.23493884	1.153240459	381.5116577	One-family house detached from any other house	3
762.I			Bryan	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	762	30.7	-96.4	20.41727829	82.12798165	1.167814963	93.21138763	One-family house detached from any other house	3
763.I			Madison 	WI	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	763	43	-89.5	7.432874618	66.84411315	1.038347971	284.4916687	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
764.I			Hickory	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	764	35.8	-81.3	15.03088685	98.2733945	2.611258339	330.7252808	One-family house detached from any other house	3
765.I			Papillion	NE	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	765	41.2	-96	10.21437309	57.74778287	0.974182318	356.3033447	One-family house detached from any other house	3
766.I			Sharon	MA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	766	42.1	-71.2	9.388990826	94.63203364	2.145063591	52.88596344	One-family house detached from any other house	3
767.I			Lexington	KY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	767	38	-84.4	12.78448012	93.83784404	1.278921863	269.7555542	One-family house detached from any other house	4
768.I			Spruce Pine	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	768	35.9	-82.1	11.10466361	111.1902905	2.430307396	854.4008179	One-family house detached from any other house	3
769.I			Chapel Hill	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	769	35.9	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	3
770.I			Albuquerque	NM	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	770	35.1	-106.7	10.76146789	26.16360856	0.281041793	1708.676392	One-family house detached from any other house	4
771.I			Keaau	HI	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	771	19.6	-155	22.81498471	252.1837156	NA	73.79230499	One-family house detached from any other house	2
772.I			Saint Paul	MN	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	772	45	-93.2	7.233333333	59.23409786	0.919291337	284.1616516	One-family house detached from any other house	2
773.I			Fort Worth	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	773	32.8	-97.4	18.83256881	69.65810398	0.82370533	197.8705597	One-family house attached to one or more houses (e.g. a townhouse or condominium)	1
774.I			Greenwood 	AR	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	774	35.2	-94.3	16.32010703	85.62285933	1.9118716	174.3233337	One-family house detached from any other house	3
776.I			Saxapahaw	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	776	35.9	-79.3	14.88906728	97.33899083	1.297092668	136.7336121	One-family house detached from any other house	2
777.I			Yanceyville	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	777	36.3	-79.4	14.44793578	93.73470948	1.906382496	190.2480621	One-family house detached from any other house	3
778.I			Garner	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	778	35.6	-78.5	15.40512232	94.05412844	1.471797392	96.75722504	One-family house detached from any other house	3
779.I			Burlington	WV	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	779	39.3	-78.9	11.51085627	81.63058104	2.057427327	401.2008362	One-family house detached from any other house	3
781.I			Blacksburg	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	781	37.2	-80.4	11.23807339	91.43340979	2.461538455	635.8566895	One-family house detached from any other house	3
782.I			Fairfax Station	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	782	38.8	-77.3	14.01888379	87.26605505	1.25412629	64.78483582	One-family house detached from any other house	4
783.I			Portland	OR	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	783	45.6	-122.7	10.72392966	91.80917431	1.927392495	120.6025009	One-family house detached from any other house	2
784.I			Waltham	MA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	784	42.4	-71.2	9.388990826	94.63203364	1.966573293	52.88596344	Duplex or two-family house (designed for two families)	6 or more
785.I			Fort Worth	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	785	32.7	-97.4	18.83256881	69.65810398	0.82370533	197.8705597	One-family house detached from any other house	1
786.I			La Habra	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	786	33.9	-117.9	16.28264526	34.18035168	1.13715173	232.911026	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
787.I			Cleveland	OH	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	787	41.5	-81.7	9.56146789	75.65718654	NA	283.1663818	One-family house detached from any other house	3
788.I			Pocatello	ID	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	788	42.9	-112.4	6.184021407	28.33807339	0.659221686	1764.827515	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
789.I			Mandeville	LA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	789	30.4	-90.1	20.2588685	128.8316514	2.740157487	2.883951902	One-family house detached from any other house	4
790.I			Allentown	PA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	790	40.6	-75.5	9.604587156	92.98715596	1.164029377	270.4966736	One-family house detached from any other house	4
792.I			walnut Cove	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	792	36.3	-80.2	14.2883792	90.05229358	2.390558752	275.8555603	One-family house detached from any other house	2
793.I			GAINESVILLE	FL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	793	29.7	-82.4	20.72599388	115.0859327	3.247236528	36.76833344	One-family house detached from any other house	4
794.I			Crystal Lake	IL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	794	42.2	-88.3	8.596559633	69.1764526	1.090589041	253.6741638	One-family house detached from any other house	2
795.I			Kirkland	WA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	795	47.7	-122.2	11.1014526	79.94380734	2.608986975	84.25081635	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
796.I			Jefferson City	MO	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	796	38.5	-92.2	12.78172783	79.97920489	1.404792553	221.4455566	One-family house detached from any other house	4
797.I			Escondido	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	797	33.1	-117.1	16.05298165	31.79816514	0.919669899	248.2855225	One-family house detached from any other house	4
798.I			Eagle River	WI	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	798	45.9	-89.1	3.641360856	65.44954128	2.103990007	499.3041687	One-family house detached from any other house	4
799.I			Cincinnati	OH	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	799	39.1	-84.5	11.84640673	83.892737	1.131284071	232.9349976	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
800.I			Portsmouth	NH	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	800	43	-70.8	7.835168196	86.6293578	2.554663841	58.28284073	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
801.I			San Antonio	FL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	801	28.3	-82.3	22.15588685	112.4344801	2.482169895	25.95861053	One-family house detached from any other house	3
802.I			High Point	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	802	36	-80	15.24342508	92.16062691	1.67546184	225.508606	One-family house detached from any other house	3
803.I			Shorline	WA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	803	47.8	-122.3	11.1014526	79.94380734	2.608986975	84.25081635	One-family house detached from any other house	3
804.I			Morgantown	WV	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	804	39.7	-79.9	10.47224771	93.0866208	1.453058752	471.0052795	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
805.I			Plano	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	805	33	-96.8	18.26253823	79.21972477	0.778656872	194.1074982	One-family house detached from any other house	3
806.I			San Francisco	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	806	37.8	-122.4	14.09617737	41.10183486	1.87041945	115.6696014	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
807.I			Charlottesville	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	807	38	-78.5	13.49181957	87.03302752	1.514006662	194.8988953	One-family house detached from any other house	3
808.I			Brunswick	ME	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	808	43.9	-70	8.236697248	99.67316514	2.174591157	20.81203651	One-family house detached from any other house	2
809.I			Visalia	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	809	36.3	-119.3	17.49426606	20.24648318	1.370722294	110.3272247	One-family house detached from any other house	5
810.I			Apex	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	810	35.8	-79	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
811.I			Arlington	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	811	38.9	-77.1	14.01888379	87.26605505	1.81817838	64.78483582	One-family house detached from any other house	4
812.I			Benson	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	812	35.4	-78.6	15.98998471	99.99847095	1.471797392	53.32805634	One-family house detached from any other house	3
813.I			San Francisco	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	813	37.8	-122.5	14.09617737	41.10183486	1.87041945	115.6696014	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
814.I			Brooklyn	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	814	40.7	-74	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	2
815.I			Kill Devil Hills	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	815	36	-75.7	16.28203364	109.3341743	NA	1.098220229	One-family house detached from any other house	3
816.I			Blue Springs	MS	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	816	34.4	-88.9	16.36276758	115.5474771	1.259047547	108.047226	One-family house detached from any other house	5
817.I			Asheville	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	817	35.5	-82.5	11.58891437	133.054052	2.555799501	848.9013672	One-family house detached from any other house	5
818.I			Stanardsville	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	818	38.3	-78.5	13.49181957	87.03302752	2.043231376	194.8988953	One-family house detached from any other house	3
819.I			Raleigh	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	819	35.7	-78.5	15.43333333	101.2742355	2.156420352	71.52583313	One-family house detached from any other house	1
820.I			Raleigh	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	820	35.9	-78.6	15.40512232	94.05412844	1.698932469	96.75722504	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
821.I			Tucson	AZ	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	821	32.4	-111.1	20.41834862	22.03715596	0.306405209	762.9927979	One-family house detached from any other house	3
823.I			Charlottesville	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	823	38.1	-78.5	13.49181957	87.03302752	1.514006662	194.8988953	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
824.I			Menlo Park	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	824	37.5	-122.2	13.79136086	51.00313456	2.266391583	253.009201	One-family house detached from any other house	3
825.I			Seymour	IN	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	825	38.9	-85.9	12.33723242	91.01712538	1.084153545	199.2644501	One-family house detached from any other house	4
827.I			San Francisco	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	827	37.8	-122.4	14.09617737	41.10183486	1.87041945	115.6696014	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
828.I			Bryantown	MD	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	828	38.6	-76.8	13.6970948	90.40053517	1.685115082	37.22084808	One-family house detached from any other house	4
829.I			Santa Barbara	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	829	34.4	-119.8	14.03287462	28.1837156	1.6612659	285.3345032	One-family house detached from any other house	3
830.I			Chapel Hill	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	830	36	-79.2	14.88906728	97.33899083	1.297092668	136.7336121	One-family house detached from any other house	3
831.I			Chesterfield	MO	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	831	38.7	-90.5	13.017737	77.81299694	1.078664447	169.9763947	One-family house detached from any other house	4
832.I			Woburn	MA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	832	42.5	-71.1	9.388990826	94.63203364	NA	52.88596344	One-family house detached from any other house	4
833.I			Ashland	OR	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	833	42.2	-122.7	9.905351682	55.9912844	2.349295876	935.2175293	One-family house detached from any other house	3
834.I			Bowling Green	KY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	834	36.9	-86.4	14.3470948	103.7473242	1.876287097	213.0202789	One-family house detached from any other house	3
835.I			Pilot Hill	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	835	38.8	-121	15.52576453	46.77752294	2.042663539	112.7744446	One-family house detached from any other house	1
836.I			GREAT FALLS	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	836	39	-77.3	14.01888379	87.26605505	1.25412629	64.78483582	One-family house detached from any other house	4
837.I			Ada	OH	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	837	40.8	-83.8	9.819495413	75.13646789	0.948440342	279.1394348	Duplex or two-family house (designed for two families)	4
838.I			Fox Point	WI	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	838	43.2	-87.9	7.990061162	63.14136086	1.151347664	187.468338	"High rise apartment (multiple units, with 5 or more stories)"	3
839.I			Philadelphia	PA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	839	40	-75.2	12.40282875	91.6633792	1.236334048	25.62282181	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
840.I			Branson	MO	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	840	36.7	-93.2	14.54105505	90.85504587	1.153240459	328.7286072	One-family house detached from any other house	2
841.I			portland 	OR	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	841	45.5	-122.7	10.72392966	91.80917431	1.927392495	120.6025009	One-family house detached from any other house	4
842.I			La Grange	KY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	842	38.4	-85.4	12.27905199	96.61666667	1.920199875	229.5286102	One-family house detached from any other house	4
843.I			Londonderry	NH	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	843	42.9	-71.4	8.609633028	89.07270642	2.227400058	59.06277847	One-family house detached from any other house	3
844.I			iNDIANAPOLIS	IN	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	844	39.7	-86.1	11.55114679	84.20955657	1.042322838	247.0333405	One-family house detached from any other house	2
845.I			Rockville	MD	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	845	39.1	-77.1	12.51139144	88.78639144	1.81817838	137.5811157	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
846.I			Queen Creek	AZ	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	846	33.2	-111.7	20.79296636	19.41926606	0.286909448	425.6875	One-family house detached from any other house	3
847.I			Los Angeles	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	847	34.1	-118.3	13.37056575	39.35022936	1.220434586	619.3668823	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
848.I			Lookout	WV	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	848	38.1	-81	12.32943425	91.18149847	2.523054217	400.546936	One-family house detached from any other house	4
849.I			HUMMELSTOWN	PA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	849	40.3	-76.8	10.84579511	84.23723242	1.714264089	164.0541687	One-family house detached from any other house	3
850.I			Salt Lake City	UT	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	850	40.7	-111.8	6.855657492	47.03340979	0.75726832	1931.035034	One-family house detached from any other house	4
